"LGD_R","LGD_P","LGD_P_pool","LGD_R_pool_1","LGD_R_pool_2","LGD_R_pool_3"
0.582865164865644,0.502445412792699,"04 [0.5024,0.7705)","07 [0.5,0.6)","04 (0.355,0.665]","04 (0.355,0.665]"
0.237644932380598,0.143407302468436,"01 (-Inf,0.2488)","04 [0.2,0.3)","02 (0.146,0.27]","02 (0.146,0.27]"
0.237644932380598,0.143407302468436,"01 (-Inf,0.2488)","04 [0.2,0.3)","02 (0.146,0.27]","02 (0.146,0.27]"
0.584626544705576,0.502445412792699,"04 [0.5024,0.7705)","07 [0.5,0.6)","04 (0.355,0.665]","04 (0.355,0.665]"
0.823397490817532,0.272152155691859,"02 [0.2488,0.3225)","10 [0.8,0.9)","05 (0.665,0.829]","05 (0.665, Inf]"
0.296422805701836,0.158314794965261,"01 (-Inf,0.2488)","04 [0.2,0.3)","03 (0.27,0.355]","03 (0.27,0.355]"
0,0.270368693962829,"02 [0.2488,0.3225)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.255668404801657,0.127329612666709,"01 (-Inf,0.2488)","04 [0.2,0.3)","02 (0.146,0.27]","02 (0.146,0.27]"
0,0.270368693962829,"02 [0.2488,0.3225)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.0257332449251141,0.143407302468436,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.0257332449251141,0.158314794965261,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.0257332449251141,0.143407302468436,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.202306327973423,0.158314794965261,"01 (-Inf,0.2488)","04 [0.2,0.3)","02 (0.146,0.27]","02 (0.146,0.27]"
0,0.161815904547004,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0,0.161815904547004,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0,0.161815904547004,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.338551081000924,0.41049403466038,"03 [0.3225,0.5024)","05 [0.3,0.4)","03 (0.27,0.355]","03 (0.27,0.355]"
0.581230929481197,0.773909394908872,"05 [0.7705,Inf)","07 [0.5,0.6)","04 (0.355,0.665]","04 (0.355,0.665]"
0.580288980069594,0.773909394908872,"05 [0.7705,Inf)","07 [0.5,0.6)","04 (0.355,0.665]","04 (0.355,0.665]"
0.596726448246053,0.773909394908872,"05 [0.7705,Inf)","07 [0.5,0.6)","04 (0.355,0.665]","04 (0.355,0.665]"
0.596726448246053,0.773909394908872,"05 [0.7705,Inf)","07 [0.5,0.6)","04 (0.355,0.665]","04 (0.355,0.665]"
0.580288980069594,0.773909394908872,"05 [0.7705,Inf)","07 [0.5,0.6)","04 (0.355,0.665]","04 (0.355,0.665]"
0.580288980069594,0.773909394908872,"05 [0.7705,Inf)","07 [0.5,0.6)","04 (0.355,0.665]","04 (0.355,0.665]"
0.580288980069594,0.773909394908872,"05 [0.7705,Inf)","07 [0.5,0.6)","04 (0.355,0.665]","04 (0.355,0.665]"
0.82485129561189,0.248773541726469,"02 [0.2488,0.3225)","10 [0.8,0.9)","05 (0.665,0.829]","05 (0.665, Inf]"
1.05959011518576,0.723133860938509,"04 [0.5024,0.7705)","12 [1, Inf]","06 (0.829, Inf]","05 (0.665, Inf]"
0.678718788235092,0.723133860938509,"04 [0.5024,0.7705)","08 [0.6,0.7)","05 (0.665,0.829]","05 (0.665, Inf]"
1.05328021450652,0.723133860938509,"04 [0.5024,0.7705)","12 [1, Inf]","06 (0.829, Inf]","05 (0.665, Inf]"
1.05959011518576,0.723133860938509,"04 [0.5024,0.7705)","12 [1, Inf]","06 (0.829, Inf]","05 (0.665, Inf]"
0,0.143407302468436,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0,0.143407302468436,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.548072533187504,0.502445412792699,"04 [0.5024,0.7705)","07 [0.5,0.6)","04 (0.355,0.665]","04 (0.355,0.665]"
0.958805609193696,0.770517742926092,"05 [0.7705,Inf)","11 [0.9,1)","06 (0.829, Inf]","05 (0.665, Inf]"
1.00760422071616,0.969647919529969,"05 [0.7705,Inf)","12 [1, Inf]","06 (0.829, Inf]","05 (0.665, Inf]"
1.00760422071616,0.969647919529969,"05 [0.7705,Inf)","12 [1, Inf]","06 (0.829, Inf]","05 (0.665, Inf]"
0.958468202812235,0.969647919529969,"05 [0.7705,Inf)","11 [0.9,1)","06 (0.829, Inf]","05 (0.665, Inf]"
0.996982652540286,0.969647919529969,"05 [0.7705,Inf)","11 [0.9,1)","06 (0.829, Inf]","05 (0.665, Inf]"
1.00366933377023,0.322479240234615,"03 [0.3225,0.5024)","12 [1, Inf]","06 (0.829, Inf]","05 (0.665, Inf]"
0.207161063158883,0.127329612666709,"01 (-Inf,0.2488)","04 [0.2,0.3)","02 (0.146,0.27]","02 (0.146,0.27]"
0.473082944957063,0.143407302468436,"01 (-Inf,0.2488)","06 [0.4,0.5)","04 (0.355,0.665]","04 (0.355,0.665]"
0,0.143407302468436,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0,0.143407302468436,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0,0.143407302468436,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0,0.143407302468436,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.0106433068813884,0.143407302468436,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.0109483287290241,0.127329612666709,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.0109483287290241,0.237292759155543,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.804851846477594,0.770517742926092,"05 [0.7705,Inf)","10 [0.8,0.9)","05 (0.665,0.829]","05 (0.665, Inf]"
0.0109483287290241,0.127329612666709,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.10740832299322,0.143407302468436,"01 (-Inf,0.2488)","03 [0.1,0.2)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.10740832299322,0.143407302468436,"01 (-Inf,0.2488)","03 [0.1,0.2)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.10740832299322,0.143407302468436,"01 (-Inf,0.2488)","03 [0.1,0.2)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.344273712690211,0.248773541726469,"02 [0.2488,0.3225)","05 [0.3,0.4)","03 (0.27,0.355]","03 (0.27,0.355]"
0,0.248773541726469,"02 [0.2488,0.3225)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0,0.272152155691859,"02 [0.2488,0.3225)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.290379479615314,0.248773541726469,"02 [0.2488,0.3225)","04 [0.2,0.3)","03 (0.27,0.355]","03 (0.27,0.355]"
0,0.248773541726469,"02 [0.2488,0.3225)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.135730332044018,0.170106277719797,"01 (-Inf,0.2488)","03 [0.1,0.2)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.0239873629750744,0.170106277719797,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.135730332044018,0.170106277719797,"01 (-Inf,0.2488)","03 [0.1,0.2)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.0226959806606677,0.127329612666709,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.0239873629750744,0.170106277719797,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.0226959806606677,0.127329612666709,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.0510944955250287,0.170106277719797,"01 (-Inf,0.2488)","02 [0.05,0.1)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.639511950822564,0.753915297051268,"04 [0.5024,0.7705)","08 [0.6,0.7)","04 (0.355,0.665]","04 (0.355,0.665]"
1.22112688543453,0.753915297051268,"04 [0.5024,0.7705)","12 [1, Inf]","06 (0.829, Inf]","05 (0.665, Inf]"
0.639511950822564,0.753915297051268,"04 [0.5024,0.7705)","08 [0.6,0.7)","04 (0.355,0.665]","04 (0.355,0.665]"
0.639511950822564,0.753915297051268,"04 [0.5024,0.7705)","08 [0.6,0.7)","04 (0.355,0.665]","04 (0.355,0.665]"
1.03369105818275,0.322479240234615,"03 [0.3225,0.5024)","12 [1, Inf]","06 (0.829, Inf]","05 (0.665, Inf]"
0.381518138739232,0.270368693962829,"02 [0.2488,0.3225)","05 [0.3,0.4)","04 (0.355,0.665]","04 (0.355,0.665]"
0.381518138739232,0.270368693962829,"02 [0.2488,0.3225)","05 [0.3,0.4)","04 (0.355,0.665]","04 (0.355,0.665]"
0.381518138739232,0.270368693962829,"02 [0.2488,0.3225)","05 [0.3,0.4)","04 (0.355,0.665]","04 (0.355,0.665]"
0.0270420209346607,0.127329612666709,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.0270420209346607,0.127329612666709,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.0270420209346607,0.127329612666709,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.701222876237081,0.237292759155543,"01 (-Inf,0.2488)","09 [0.7,0.8)","05 (0.665,0.829]","05 (0.665, Inf]"
0,0.127329612666709,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0,0.127329612666709,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0,0.127329612666709,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.0336398444094217,0.127329612666709,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.198924196263152,0.270368693962829,"02 [0.2488,0.3225)","03 [0.1,0.2)","02 (0.146,0.27]","02 (0.146,0.27]"
0,0.127329612666709,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0,0.237292759155543,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0,0.127329612666709,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0,0.143407302468436,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0,0.237292759155543,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.56939567457261,0.272152155691859,"02 [0.2488,0.3225)","07 [0.5,0.6)","04 (0.355,0.665]","04 (0.355,0.665]"
0.56939567457261,0.272152155691859,"02 [0.2488,0.3225)","07 [0.5,0.6)","04 (0.355,0.665]","04 (0.355,0.665]"
0,0.270368693962829,"02 [0.2488,0.3225)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.56939567457261,0.272152155691859,"02 [0.2488,0.3225)","07 [0.5,0.6)","04 (0.355,0.665]","04 (0.355,0.665]"
0,0.143407302468436,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.437318971079335,0.322479240234615,"03 [0.3225,0.5024)","06 [0.4,0.5)","04 (0.355,0.665]","04 (0.355,0.665]"
0.437318971079335,0.322479240234615,"03 [0.3225,0.5024)","06 [0.4,0.5)","04 (0.355,0.665]","04 (0.355,0.665]"
0.847459507003955,0.753915297051268,"04 [0.5024,0.7705)","10 [0.8,0.9)","06 (0.829, Inf]","05 (0.665, Inf]"
0.437318971079335,0.322479240234615,"03 [0.3225,0.5024)","06 [0.4,0.5)","04 (0.355,0.665]","04 (0.355,0.665]"
0.847459507003955,0.753915297051268,"04 [0.5024,0.7705)","10 [0.8,0.9)","06 (0.829, Inf]","05 (0.665, Inf]"
1.06504004659127,0.753915297051268,"04 [0.5024,0.7705)","12 [1, Inf]","06 (0.829, Inf]","05 (0.665, Inf]"
0.0340850304840633,0.143407302468436,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.337657282001379,0.161815904547004,"01 (-Inf,0.2488)","05 [0.3,0.4)","03 (0.27,0.355]","03 (0.27,0.355]"
1.22563830259469,1.20432592319471,"05 [0.7705,Inf)","12 [1, Inf]","06 (0.829, Inf]","05 (0.665, Inf]"
0.869476105747579,0.336985037492218,"03 [0.3225,0.5024)","10 [0.8,0.9)","06 (0.829, Inf]","05 (0.665, Inf]"
1.22563830259469,1.20432592319471,"05 [0.7705,Inf)","12 [1, Inf]","06 (0.829, Inf]","05 (0.665, Inf]"
1.04139559417907,1.20432592319471,"05 [0.7705,Inf)","12 [1, Inf]","06 (0.829, Inf]","05 (0.665, Inf]"
1.0138769268934,0.723133860938509,"04 [0.5024,0.7705)","12 [1, Inf]","06 (0.829, Inf]","05 (0.665, Inf]"
0.601122449291942,0.127329612666709,"01 (-Inf,0.2488)","08 [0.6,0.7)","04 (0.355,0.665]","04 (0.355,0.665]"
0.64540269301822,0.170106277719797,"01 (-Inf,0.2488)","08 [0.6,0.7)","04 (0.355,0.665]","04 (0.355,0.665]"
0.862967057916804,0.143407302468436,"01 (-Inf,0.2488)","10 [0.8,0.9)","06 (0.829, Inf]","05 (0.665, Inf]"
0.601122449291942,0.127329612666709,"01 (-Inf,0.2488)","08 [0.6,0.7)","04 (0.355,0.665]","04 (0.355,0.665]"
0.601122449291942,0.127329612666709,"01 (-Inf,0.2488)","08 [0.6,0.7)","04 (0.355,0.665]","04 (0.355,0.665]"
0.601122449291942,0.127329612666709,"01 (-Inf,0.2488)","08 [0.6,0.7)","04 (0.355,0.665]","04 (0.355,0.665]"
0,0.270368693962829,"02 [0.2488,0.3225)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.946633200996902,0.753915297051268,"04 [0.5024,0.7705)","11 [0.9,1)","06 (0.829, Inf]","05 (0.665, Inf]"
0.798738675785345,0.753915297051268,"04 [0.5024,0.7705)","09 [0.7,0.8)","05 (0.665,0.829]","05 (0.665, Inf]"
1.00831326100282,1.20432592319471,"05 [0.7705,Inf)","12 [1, Inf]","06 (0.829, Inf]","05 (0.665, Inf]"
0.946633200996902,0.753915297051268,"04 [0.5024,0.7705)","11 [0.9,1)","06 (0.829, Inf]","05 (0.665, Inf]"
0.798738675785345,0.753915297051268,"04 [0.5024,0.7705)","09 [0.7,0.8)","05 (0.665,0.829]","05 (0.665, Inf]"
1.10255971551107,0.79006595798531,"05 [0.7705,Inf)","12 [1, Inf]","06 (0.829, Inf]","05 (0.665, Inf]"
0.916056373695784,0.127329612666709,"01 (-Inf,0.2488)","11 [0.9,1)","06 (0.829, Inf]","05 (0.665, Inf]"
0.916056373695784,0.127329612666709,"01 (-Inf,0.2488)","11 [0.9,1)","06 (0.829, Inf]","05 (0.665, Inf]"
0.916056373695784,0.127329612666709,"01 (-Inf,0.2488)","11 [0.9,1)","06 (0.829, Inf]","05 (0.665, Inf]"
1.24096023870831,0.753915297051268,"04 [0.5024,0.7705)","12 [1, Inf]","06 (0.829, Inf]","05 (0.665, Inf]"
1.20734923539961,1.20432592319471,"05 [0.7705,Inf)","12 [1, Inf]","06 (0.829, Inf]","05 (0.665, Inf]"
1.47211317938481,1.20432592319471,"05 [0.7705,Inf)","12 [1, Inf]","06 (0.829, Inf]","05 (0.665, Inf]"
1.24096023870831,0.753915297051268,"04 [0.5024,0.7705)","12 [1, Inf]","06 (0.829, Inf]","05 (0.665, Inf]"
1.20734923539961,1.20432592319471,"05 [0.7705,Inf)","12 [1, Inf]","06 (0.829, Inf]","05 (0.665, Inf]"
1.20734923539961,1.20432592319471,"05 [0.7705,Inf)","12 [1, Inf]","06 (0.829, Inf]","05 (0.665, Inf]"
0.244401596677939,0.270368693962829,"02 [0.2488,0.3225)","04 [0.2,0.3)","02 (0.146,0.27]","02 (0.146,0.27]"
0.315058078766837,0.270368693962829,"02 [0.2488,0.3225)","05 [0.3,0.4)","03 (0.27,0.355]","03 (0.27,0.355]"
0.244401596677939,0.270368693962829,"02 [0.2488,0.3225)","04 [0.2,0.3)","02 (0.146,0.27]","02 (0.146,0.27]"
0.190361346072759,0.270368693962829,"02 [0.2488,0.3225)","03 [0.1,0.2)","02 (0.146,0.27]","02 (0.146,0.27]"
0.676878155836842,0.770517742926092,"05 [0.7705,Inf)","08 [0.6,0.7)","05 (0.665,0.829]","05 (0.665, Inf]"
0.781842930518234,0.770517742926092,"05 [0.7705,Inf)","09 [0.7,0.8)","05 (0.665,0.829]","05 (0.665, Inf]"
0.813600180333953,0.770517742926092,"05 [0.7705,Inf)","10 [0.8,0.9)","05 (0.665,0.829]","05 (0.665, Inf]"
0.676878155836842,0.770517742926092,"05 [0.7705,Inf)","08 [0.6,0.7)","05 (0.665,0.829]","05 (0.665, Inf]"
0.676878155836842,0.770517742926092,"05 [0.7705,Inf)","08 [0.6,0.7)","05 (0.665,0.829]","05 (0.665, Inf]"
0.781842930518234,0.770517742926092,"05 [0.7705,Inf)","09 [0.7,0.8)","05 (0.665,0.829]","05 (0.665, Inf]"
0,0.753915297051268,"04 [0.5024,0.7705)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.466555146493824,0.753915297051268,"04 [0.5024,0.7705)","06 [0.4,0.5)","04 (0.355,0.665]","04 (0.355,0.665]"
1.00937962255089,1.20432592319471,"05 [0.7705,Inf)","12 [1, Inf]","06 (0.829, Inf]","05 (0.665, Inf]"
0.989374374734202,0.773909394908872,"05 [0.7705,Inf)","11 [0.9,1)","06 (0.829, Inf]","05 (0.665, Inf]"
1.0064213622235,0.773909394908872,"05 [0.7705,Inf)","12 [1, Inf]","06 (0.829, Inf]","05 (0.665, Inf]"
0.989374374734202,0.773909394908872,"05 [0.7705,Inf)","11 [0.9,1)","06 (0.829, Inf]","05 (0.665, Inf]"
1.0064213622235,0.773909394908872,"05 [0.7705,Inf)","12 [1, Inf]","06 (0.829, Inf]","05 (0.665, Inf]"
0.00228636602345494,0.143407302468436,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0,0.127329612666709,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.293079307463099,0.272152155691859,"02 [0.2488,0.3225)","04 [0.2,0.3)","03 (0.27,0.355]","03 (0.27,0.355]"
0.293079307463099,0.79006595798531,"05 [0.7705,Inf)","04 [0.2,0.3)","03 (0.27,0.355]","03 (0.27,0.355]"
0.294181897102026,0.336985037492218,"03 [0.3225,0.5024)","04 [0.2,0.3)","03 (0.27,0.355]","03 (0.27,0.355]"
0.994749151599956,0.336985037492218,"03 [0.3225,0.5024)","11 [0.9,1)","06 (0.829, Inf]","05 (0.665, Inf]"
0.750079498132905,0.270368693962829,"02 [0.2488,0.3225)","09 [0.7,0.8)","05 (0.665,0.829]","05 (0.665, Inf]"
0.677235818599709,0.270368693962829,"02 [0.2488,0.3225)","08 [0.6,0.7)","05 (0.665,0.829]","05 (0.665, Inf]"
0,0.143407302468436,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0,0.143407302468436,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
1.04852287857175,0.79006595798531,"05 [0.7705,Inf)","12 [1, Inf]","06 (0.829, Inf]","05 (0.665, Inf]"
1.04166994587496,0.969647919529969,"05 [0.7705,Inf)","12 [1, Inf]","06 (0.829, Inf]","05 (0.665, Inf]"
0.971795587286746,0.79006595798531,"05 [0.7705,Inf)","11 [0.9,1)","06 (0.829, Inf]","05 (0.665, Inf]"
0.971795587286746,0.79006595798531,"05 [0.7705,Inf)","11 [0.9,1)","06 (0.829, Inf]","05 (0.665, Inf]"
0.971795587286746,0.79006595798531,"05 [0.7705,Inf)","11 [0.9,1)","06 (0.829, Inf]","05 (0.665, Inf]"
0.466308435629604,0.770517742926092,"05 [0.7705,Inf)","06 [0.4,0.5)","04 (0.355,0.665]","04 (0.355,0.665]"
0.00340080277267225,0.143407302468436,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.466308435629604,0.770517742926092,"05 [0.7705,Inf)","06 [0.4,0.5)","04 (0.355,0.665]","04 (0.355,0.665]"
0,0.127329612666709,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.00340080277267225,0.143407302468436,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.466308435629604,0.770517742926092,"05 [0.7705,Inf)","06 [0.4,0.5)","04 (0.355,0.665]","04 (0.355,0.665]"
0.196642207689338,0.143407302468436,"01 (-Inf,0.2488)","03 [0.1,0.2)","02 (0.146,0.27]","02 (0.146,0.27]"
0.196642207689338,0.143407302468436,"01 (-Inf,0.2488)","03 [0.1,0.2)","02 (0.146,0.27]","02 (0.146,0.27]"
0.873729779089309,0.143407302468436,"01 (-Inf,0.2488)","10 [0.8,0.9)","06 (0.829, Inf]","05 (0.665, Inf]"
0.196642207689338,0.143407302468436,"01 (-Inf,0.2488)","03 [0.1,0.2)","02 (0.146,0.27]","02 (0.146,0.27]"
0.505618765619777,0.41049403466038,"03 [0.3225,0.5024)","07 [0.5,0.6)","04 (0.355,0.665]","04 (0.355,0.665]"
0,0.272152155691859,"02 [0.2488,0.3225)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0,0.270368693962829,"02 [0.2488,0.3225)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0,0.272152155691859,"02 [0.2488,0.3225)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.763612097303989,0.770517742926092,"05 [0.7705,Inf)","09 [0.7,0.8)","05 (0.665,0.829]","05 (0.665, Inf]"
0.763895809460943,0.502445412792699,"04 [0.5024,0.7705)","09 [0.7,0.8)","05 (0.665,0.829]","05 (0.665, Inf]"
0.911172715273395,0.770517742926092,"05 [0.7705,Inf)","11 [0.9,1)","06 (0.829, Inf]","05 (0.665, Inf]"
0.7789495626741,0.502445412792699,"04 [0.5024,0.7705)","09 [0.7,0.8)","05 (0.665,0.829]","05 (0.665, Inf]"
0.394781896970169,0.502445412792699,"04 [0.5024,0.7705)","05 [0.3,0.4)","04 (0.355,0.665]","04 (0.355,0.665]"
0.7789495626741,0.502445412792699,"04 [0.5024,0.7705)","09 [0.7,0.8)","05 (0.665,0.829]","05 (0.665, Inf]"
0.718810141765374,0.143407302468436,"01 (-Inf,0.2488)","09 [0.7,0.8)","05 (0.665,0.829]","05 (0.665, Inf]"
0.7789495626741,0.502445412792699,"04 [0.5024,0.7705)","09 [0.7,0.8)","05 (0.665,0.829]","05 (0.665, Inf]"
0.783569753996703,0.753915297051268,"04 [0.5024,0.7705)","09 [0.7,0.8)","05 (0.665,0.829]","05 (0.665, Inf]"
0.885200432013652,0.753915297051268,"04 [0.5024,0.7705)","10 [0.8,0.9)","06 (0.829, Inf]","05 (0.665, Inf]"
0.791938670464406,0.753915297051268,"04 [0.5024,0.7705)","09 [0.7,0.8)","05 (0.665,0.829]","05 (0.665, Inf]"
0.0426266807804967,0.272152155691859,"02 [0.2488,0.3225)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0,0.272152155691859,"02 [0.2488,0.3225)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0,0.170106277719797,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.0777702822205698,0.170106277719797,"01 (-Inf,0.2488)","02 [0.05,0.1)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0,0.170106277719797,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.65492798384788,0.143407302468436,"01 (-Inf,0.2488)","08 [0.6,0.7)","04 (0.355,0.665]","04 (0.355,0.665]"
0.171162492256485,0.143407302468436,"01 (-Inf,0.2488)","03 [0.1,0.2)","02 (0.146,0.27]","02 (0.146,0.27]"
0.971153920439228,0.773909394908872,"05 [0.7705,Inf)","11 [0.9,1)","06 (0.829, Inf]","05 (0.665, Inf]"
0.856367700688115,0.79006595798531,"05 [0.7705,Inf)","10 [0.8,0.9)","06 (0.829, Inf]","05 (0.665, Inf]"
0,0.161815904547004,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0,0.127329612666709,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.473287523184173,0.127329612666709,"01 (-Inf,0.2488)","06 [0.4,0.5)","04 (0.355,0.665]","04 (0.355,0.665]"
0,0.127329612666709,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0,0.127329612666709,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.473287523184173,0.127329612666709,"01 (-Inf,0.2488)","06 [0.4,0.5)","04 (0.355,0.665]","04 (0.355,0.665]"
0,0.127329612666709,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0,0.127329612666709,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0,0.127329612666709,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0,0.127329612666709,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.000733194687704424,0.127329612666709,"01 (-Inf,0.2488)","01 [-Inf,0.05)","01 [-Inf,0.146]","01 [-Inf,0.146]"
0.484878072944972,0.270368693962829,"02 [0.2488,0.3225)","06 [0.4,0.5)","04 (0.355,0.665]","04 (0.355,0.665]"
0.48485152499913,0.270368693962829,"02 [0.2488,0.3225)","06 [0.4,0.5)","04 (0.355,0.665]","04 (0.355,0.665]"
0.964575618201028,0.502445412792699,"04 [0.5024,0.7705)","11 [0.9,1)","06 (0.829, Inf]","05 (0.665, Inf]"
0.964575618201028,0.502445412792699,"04 [0.5024,0.7705)","11 [0.9,1)","06 (0.829, Inf]","05 (0.665, Inf]"
